"","clean.city.1860","County.1860","clean.city.1910","County.1910","lon","lat","State.1910","City.1910","Pop.1910","State.1860","City.1860","Pop.1860","alternate.city.1910","alternate.city.1860","inside_1910","inside_1860","match.ID","Deutsch.1910","Franzosisch.1910","Italienisch.1910","Romanisch.1910","Mannlich.1910","Weiblich.1910","Auslander.1910","Protestantisch.1910","Katholisch.1910","Deutsch.1860","Franzosisch.1860","Italienisch.1860","Romanisch.1860","Mannlich.1860","Weiblich.1860","Auslander.1860","Protestantische.1860","Katholisch.1860","PctGerman","rough","elev","Dist","Growth","PctCath"
"1",": Eysins","Nyon-Bezirk","Eysins","12. Nyon (Neuss)",6.2088848,46.381576,"Vaud","237. Eysins",264,"Vaud","16: Eysins",223,"FALSE","FALSE",TRUE,TRUE,FALSE,37,222,4,0,126,137,37,224,38,0,50,0,"0",118,105,24,200,23,0,46,423,-49.0727145197477,41,0.103139013452915
"2","'24. Le Vaud","Nyon-Bezirk","Le Vaud","12. Nyon (Neuss)",6.2388488,46.4781748,"Vaud","252. Le Vaud",200,"Vaud","'24. Le Vaud",174,"FALSE","FALSE",TRUE,TRUE,FALSE,7,192,1,0,108,92,5,192,8,1,48,0,"0",91,83,2,169,5,0.0204081632653061,205,810,-44.1846297219573,26,0.028735632183908
"3","0lleires","Wiflisburg (Avenches)-Bezirk","Oleyres","3. Avenches ( Wiflisburg )",7.0371866,46.8556727,"Vaud","43. Oleyres",266,"Vaud","11. 0lleires",317,"FALSE","FALSE",TRUE,TRUE,FALSE,68,194,1,0,139,124,3,251,10,1,72,0,"0",172,145,0,309,8,0.0136986301369863,137,563,-0.284591555838619,-51,0.0252365930599369
"4","111orrens","Eschallens-Bezirk","Morrens","5. Echallens ( Tscherli1z)",6.6256805,46.5910697,"Vaud","94. Morrens",306,"Vaud","17. 111orrens",330,"FALSE","FALSE",TRUE,TRUE,FALSE,16,289,0,0,154,151,2,289,15,0,64,0,"0",166,164,2,330,0,0,43,685,-13.147687492456,-24,0
"5","Abergement","Orbe-Bezirk","L'Abergentent","13. Orbe (Orbach)",6.536765,46.5613135,"Vaud","254. L'Abergentent",241,"Vaud","1. Abergement",281,"FALSE","FALSE",TRUE,TRUE,FALSE,9,220,13,0,131,111,15,225,17,0,65,0,"0",153,128,4,277,1,0,55,441,-20.0434043191888,-40,0.00359712230215827
"6","Aclens","Morges-Bezirk","Aclens","10. Morges (Morsee)",6.5099601,46.5677921,"Vaud","154. Aclens",311,"Vaud","1. Aclens",374,"FALSE","FALSE",TRUE,TRUE,FALSE,15,296,1,0,172,140,11,302,9,0,75,0,"0",187,187,2,371,3,0,48,451,-22.0211766259281,-63,0.00802139037433155
"7","Agiez","Orbe-Bezirk","Agiez","13. Orbe (Orbach)",6.5097535,46.720125,"Vaud","255. Agiez",371,"Vaud","2. Agiez",369,"FALSE","FALSE",TRUE,TRUE,FALSE,11,355,3,0,196,173,12,359,10,0,68,0,"0",195,174,2,367,2,0,80,520,-18.5218083879592,2,0.00542005420054201
"8","Albeuve","Greyerz-Bezirk","Albeuve","3. La Gruyere (Greierz)",7.056384,46.517776,"Freiburg","103. Albeuve",550,"Freiburg","1. Albeuve",512,"FALSE","FALSE",TRUE,TRUE,FALSE,6,549,2,0,277,280,6,0,557,0,112,0,"0",269,243,2,9,503,0,461,792,3.28271072418258,38,0.982421875
"9","Allamann","Rolle-Bezirk","Allaman","17. Rolle",6.3957297,46.4709528,"Vaud","326. Allaman",365,"Vaud","1. Allamann",294,"FALSE","FALSE",TRUE,TRUE,FALSE,12,346,1,0,193,170,25,330,31,0,66,0,"0",159,135,6,279,15,0,61,406,-32.5631298550983,71,0.0510204081632653
"10","Apples","Aubone-Bezirk","Apples","2. Aubonne",6.4289378,46.5521915,"Vaud","16. Apples",611,"Vaud","1. Apples",557,"FALSE","FALSE",TRUE,TRUE,FALSE,56,530,23,0,326,284,31,570,40,1,136,0,"0",288,269,5,550,7,0.0072992700729927,93,631,-28.3595964119666,54,0.0125673249551167
"11","Arconciel","Sanne-Bezirk","Arconciel","4. La Sarine ( Saane)",7.12375,46.7462,"Freiburg","144. Arconciel (Ergenzach)",425,"Freiburg","2. Arconciel",297,"Ergenzach","FALSE",TRUE,TRUE,FALSE,16,410,1,0,226,201,0,1,426,2,65,0,"0",144,153,1,11,286,0.0298507462686567,140,712,12.9485603916042,128,0.962962962962963
"12","Arnex","Nyon-Bezirk","Arnex sur Nyon","12. Nyon (Neuss)",6.1915674,46.3752208,"Vaud","222. Arnex s. Nyon",88,"Vaud","1. Arnex",80,"FALSE","FALSE",TRUE,TRUE,FALSE,8,79,0,0,46,41,19,72,14,0,19,0,"0",46,34,17,64,16,0,51,455,-50.5633272356074,8,0.2
"13","Arnez","Orbe-Bezirk","Arnex sur Orbe","13. Orbe (Orbach)",6.5187451,46.6938865,"Vaud","256. Arnex s. Orbe",618,"Vaud","3. Arnez",560,"FALSE","FALSE",TRUE,TRUE,FALSE,9,599,12,0,314,306,15,601,18,1,136,0,"0",294,266,1,559,1,0.0072992700729927,105,541,-18.2751905394329,58,0.00178571428571429
"14","Arrier etle Muids","Nyon-Bezirk","Arzier","12. Nyon (Neuss)",6.2100996,46.4575812,"Vaud","223. Arzier",434,"Vaud","2. Arrier etle Muids",447,"FALSE","FALSE",TRUE,TRUE,FALSE,23,405,6,0,223,211,12,422,11,0,106,0,"0",239,208,8,435,12,0,289,761,-46.8307390430024,-13,0.0268456375838926
"15","Arrissoules","Yverdon (Ifferten)-Bezirk","Les Arrissoules","19. Yverdon ( Iferten)",6.779722,46.798333,"Vaud","350. Les Arrissoules",86,"Vaud","1. Arrissoules",81,"FALSE","FALSE",TRUE,TRUE,FALSE,17,69,0,0,47,39,1,82,4,0,17,0,"0",45,36,0,78,3,0,211,662,-0.53336170670138,5,0.037037037037037
"16","Assens","Eschallens-Bezirk","Assens","5. Echallens ( Tscherli1z)",6.6226762,46.6132945,"Vaud","79. Assens",367,"Vaud","1. Assens",355,"FALSE","FALSE",TRUE,TRUE,FALSE,8,347,10,0,199,166,16,129,236,0,70,0,"0",193,162,9,163,192,0,81,625,-13.5908823063267,12,0.540845070422535
"17","Attalens","Vivisbach-Bezirk","Attalens","7. La Veveyse ( Vivisbach)",6.8485685,46.5103309,"Freiburg","268. Attalens",1187,"Freiburg","1. Attalens",838,"FALSE","FALSE",TRUE,TRUE,FALSE,18,1155,18,0,600,591,34,12,1179,0,172,0,"0",414,424,13,20,818,0,97,762,1.19895540162994,349,0.976133651551313
"18","Auboranges","Glane-Bezirk","Auboranges","2. La Gläne",6.8052223,46.5822239,"Freiburg","50. Auboranges",184,"Freiburg","2. Auboranges",155,"FALSE","FALSE",TRUE,TRUE,FALSE,0,182,1,0,96,87,5,2,181,0,35,0,"0",83,72,0,8,147,0,107,658,0.313626305380736,29,0.948387096774194
"19","Aumont","Broye-Bezirk","Aumont","1.La Broye",6.850004,46.8,"Freiburg","1. Aumont",463,"Freiburg","1. Aumont",456,"FALSE","FALSE",TRUE,TRUE,FALSE,11,447,4,0,223,239,16,11,451,0,89,0,"0",220,236,0,1,455,0,138,578,1.50336525089662,7,0.99780701754386
"20","Autafond","Sanne-Bezirk","Autafond","4. La Sarine ( Saane)",7.07797,46.81359,"Freiburg","145. Autafond",114,"Freiburg","3.Autafond",98,"FALSE","FALSE",TRUE,TRUE,FALSE,26,86,0,0,63,49,1,9,103,0,11,0,"0",51,47,0,0,98,0,99,634,4.75937910141042,16,1
"21","Autavaux","Broye-Bezirk","Autavaux","1.La Broye",6.877226,46.865283,"Freiburg","2. Autavaux",139,"Freiburg","2. Autavaux",129,"FALSE","FALSE",TRUE,TRUE,FALSE,1,138,0,0,81,58,0,2,136,0,24,0,"0",64,65,0,1,128,0,66,478,1.56512430258723,10,0.992248062015504
"22","Autigny","Sanne-Bezirk","Autigny","4. La Sarine ( Saane)",7.0210704,46.7366852,"Freiburg","146. Autigny (Ottenach)",528,"Freiburg","4. Autigny",434,"Ottenach","FALSE",TRUE,TRUE,FALSE,18,509,0,0,275,252,0,9,518,0,87,0,"0",216,218,1,0,434,0,83,689,6.16750709404714,94,1
"23","Avry","Greyerz-Bezirk","Avry-devant-Pont","3. La Gruyere (Greierz)",7.083329,46.683338,"Freiburg","104. Avry-devant-Pont",407,"Freiburg","2. Avry",387,"FALSE","FALSE",TRUE,TRUE,FALSE,6,407,2,0,227,188,9,1,414,0,74,0,"0",190,197,1,6,381,0,207,834,12.5674002301452,20,0.984496124031008
"24","Avry-sur-Matran","Sanne-Bezirk","Avry-sur-Matran","4. La Sarine ( Saane)",7.0702972,46.7882048,"Freiburg","147. Avry-sur-Matran",369,"Freiburg","5. Avry-sur-Matran",308,"FALSE","FALSE",TRUE,TRUE,FALSE,100,263,0,0,182,181,0,90,273,1,61,0,"0",155,153,0,0,308,0.0161290322580645,44,681,6.96618031851734,61,1
"25","Ballaigues","Orbe-Bezirk","Ballaigues","13. Orbe (Orbach)",6.4159236,46.7296887,"Vaud","257. Ballaigues",805,"Vaud","4. Ballaigues",597,"FALSE","FALSE",TRUE,TRUE,FALSE,31,771,9,0,404,407,70,757,54,0,134,0,"0",296,301,11,549,19,0,313,869,-25.6376199799239,208,0.0334507042253521
"26","Ballens","Aubone-Bezirk","Ballens","2. Aubonne",6.3753084,46.5543525,"Vaud","18. Ballens",357,"Vaud","3. Ballens",421,"FALSE","FALSE",TRUE,TRUE,FALSE,11,334,6,0,187,164,8,341,10,0,97,0,"0",219,202,1,419,2,0,51,701,-32.4169908025696,-64,0.00475059382422803
"27","Barfischen","See-Bezirk","Barbereche","5. See (Lac)",7.135263,46.8442449,"Freiburg","208. Barbereche (Barfischen)",518,"Freiburg","3. Barfischen",446,"Barfischen","FALSE",TRUE,TRUE,FALSE,240,291,0,0,279,252,41,133,398,27,35,0,"0",237,209,2,96,350,0.435483870967742,69,561,5.90236429484305,72,0.7847533632287
"28","Bassins","Nyon-Bezirk","Bassins","12. Nyon (Neuss)",6.2315413,46.4662366,"Vaud","224. Bassins",384,"Vaud","3. Bassins",415,"FALSE","FALSE",TRUE,TRUE,FALSE,11,371,6,0,200,188,19,365,20,0,105,0,"0",217,198,5,408,7,0,151,712,-45.0516390405403,-31,0.0168674698795181
"29","Baulmes","Orbe-Bezirk","Baulmes","13. Orbe (Orbach)",6.521739,46.7895163,"Vaud","258. Baulmes",1176,"Vaud","5. Baulmes",893,"FALSE","FALSE",TRUE,TRUE,FALSE,100,905,167,0,621,551,223,933,230,0,222,0,"0",477,416,1,888,5,0,277,633,-17.5048038610942,283,0.00559910414333707
"30","Bavois","Orbe-Bezirk","Bavois","13. Orbe (Orbach)",6.5653718,46.6860182,"Vaud","259. Bavois",509,"Vaud","6. Bavois",496,"FALSE","FALSE",TRUE,TRUE,FALSE,16,492,1,0,278,231,17,500,8,0,83,0,"0",272,224,8,495,1,0,85,441,-15.0968778973031,13,0.00201612903225806
"31","Begnins","Nyon-Bezirk","Begnins","12. Nyon (Neuss)",6.2477524,46.4408426,"Vaud","225. Begnins",720,"Vaud","4. Begnins",747,"FALSE","FALSE",TRUE,TRUE,FALSE,41,646,30,0,361,357,86,629,85,2,173,0,"0",380,367,30,717,30,0.0114285714285714,152,511,-44.362269133297,-27,0.0401606425702811
"32","Belfaux","Sanne-Bezirk","Belfaux","4. La Sarine ( Saane)",7.1043531,46.8221516,"Freiburg","148. Belfaux (Gumschen)",600,"Freiburg","6. Belfaux",327,"Gumschen","FALSE",TRUE,TRUE,FALSE,71,533,2,0,293,315,38,22,586,0,65,0,"0",168,159,6,11,316,0,72,583,5.468724319001,273,0.966360856269113
"33","Bellerive","Wiflisburg (Avenches)-Bezirk","Bellerive","3. Avenches ( Wiflisburg )",7.02158,46.9204141,"Vaud","34. Bellerive",444,"Vaud","2. Bellerive",395,"FALSE","FALSE",TRUE,TRUE,FALSE,66,364,11,0,226,216,25,421,21,1,91,0,"0",188,207,6,389,6,0.0108695652173913,126,486,-2.50314405676964,49,0.0151898734177215
"34","Belmont","Lausanne-Bezirk","Belmont sur Lausanne","7. Lausanne",6.6789123,46.5191267,"Vaud","127. Belmont s. Lausanne",481,"Vaud","2. Belmont",514,"FALSE","FALSE",TRUE,TRUE,FALSE,15,383,84,0,260,222,91,384,98,0,98,0,"0",290,224,22,490,24,0,277,610,-10.2853494152029,-33,0.0466926070038911
"35","Belmont","Yverdon (Ifferten)-Bezirk","Belmont sur Yverdon","19. Yverdon ( Iferten)",6.624103,46.7453758,"Vaud","351. Belmont s. Yverdon",396,"Vaud","2. Belmont",359,"FALSE","FALSE",TRUE,TRUE,FALSE,33,362,0,0,219,176,1,389,4,0,78,0,"0",194,165,2,356,3,0,120,497,-9.84880779983202,37,0.00835654596100279
"36","Bercher","Milden(Moudon)-Bezirk","Bercher","11. Moudon (Milden)",6.708587,46.6920622,"Vaud","189. Bercher",571,"Vaud","1. Bercher",322,"FALSE","FALSE",TRUE,TRUE,FALSE,20,526,17,0,302,261,20,531,30,0,69,0,"0",164,158,3,321,1,0,87,618,-5.2038880721445,249,0.0031055900621118
"37","Berlens","Glane-Bezirk","Berlens","2. La Gläne",6.953611,46.693889,"Freiburg","51. Berlens (Berlingen)",161,"Freiburg","3. Berlens",171,"Berlingen","FALSE",TRUE,TRUE,FALSE,1,160,0,0,92,69,1,1,160,0,30,0,"0",84,87,0,0,171,0,132,782,3.9209771723518,-10,1
"38","Berolles","Aubone-Bezirk","Berolle","2. Aubonne",6.3369412,46.558338,"Vaud","19. Berolle",243,"Vaud","4. Berolles",259,"FALSE","FALSE",TRUE,TRUE,FALSE,10,235,0,0,131,114,1,245,0,0,59,0,"0",146,113,2,259,0,0,531,817,-35.3057505840692,-16,0
"39","Besencens","Vivisbach-Bezirk","Besencens","7. La Veveyse ( Vivisbach)",6.866661,46.583333,"Freiburg","269. Besencens",157,"Freiburg","2. Besencens",165,"FALSE","FALSE",TRUE,TRUE,FALSE,0,156,1,0,72,85,1,0,157,0,36,0,"0",78,87,0,11,154,0,108,838,0.541979120748517,-8,0.933333333333333
"40","Bettees","Cossonay-Bezirk","Bettens","4. Cossonay",6.5773317,46.6279889,"Vaud","46. Bettens",210,"Vaud","1. Bettees",272,"FALSE","FALSE",TRUE,TRUE,FALSE,3,200,6,0,124,85,9,199,10,0,59,0,"0",136,136,0,271,1,0,28,583,-16.9382970170976,-62,0.00367647058823529
"41","Billens","Glane-Bezirk","Billens","2. La Gläne",6.89837,46.69044,"Freiburg","52. Billens",312,"Freiburg","4. Billens",175,"FALSE","FALSE",TRUE,TRUE,FALSE,5,302,1,0,157,151,6,0,308,0,33,0,"0",98,77,0,6,169,0,63,748,0.792834010574543,137,0.965714285714286
"42","Bioley-Orjulaz","Eschallens-Bezirk","Bioley-Orjulaz","5. Echallens ( Tscherli1z)",6.59814,46.6212,"Vaud","80. Bioley-Orjulaz",225,"Vaud","2. Bioley-Orjulaz",235,"FALSE","FALSE",TRUE,TRUE,FALSE,5,217,1,0,121,102,4,134,88,0,54,0,"0",130,105,5,126,109,0,15,598,-15.4037254539179,-10,0.463829787234043
"43","Biolley-Magnon","Yverdon (Ifferten)-Bezirk","Bioley-Magnoux","19. Yverdon ( Iferten)",6.7114717,46.7269672,"Vaud","352. Bioley-Magnoux",227,"Vaud","3. Biolley-Magnon",283,"FALSE","FALSE",TRUE,TRUE,FALSE,8,222,0,0,131,99,0,228,2,0,50,0,"0",146,137,1,280,2,0,84,567,-3.12397875896155,-56,0.00709219858156028
"44","Bionnens","Glane-Bezirk","Bionnens","2. La Gläne",6.850004,46.633336,"Freiburg","53. Bionnens (Bionning) .",71,"Freiburg","5. Bionnens",87,"Bionning","FALSE",TRUE,TRUE,FALSE,0,71,0,0,34,37,0,5,66,0,18,0,"0",44,43,0,1,86,0,86,829,2.47003668118218,-16,0.988505747126437
"45","Blessens","Glane-Bezirk","Blessens","2. La Gläne",6.833331,46.61667,"Freiburg","54. Blessens",135,"Freiburg","6. Blessens",134,"FALSE","FALSE",TRUE,TRUE,FALSE,1,132,0,0,74,59,4,0,133,0,22,0,"0",64,70,0,18,116,0,79,656,2.22713740209017,1,0.865671641791045
"46","Blonay","Vevey(Vivis)-Bezirk","Blonay","18. Vevey ( Vivis )",6.8946536,46.4647104,"Vaud","339. Blonay",1205,"Vaud","1. Blonay",776,"FALSE","FALSE",TRUE,TRUE,FALSE,78,1000,74,0,603,574,146,1002,170,0,182,0,"0",393,383,8,762,14,0,451,606,-4.16640776155532,429,0.0180412371134021
"47","Bofflens","Orbe-Bezirk","Boffletts","13. Orbe (Orbach)",6.536765,46.5613135,"Vaud","260. Boffletts.",257,"Vaud","7. Bofflens",317,"FALSE","FALSE",TRUE,TRUE,FALSE,1,254,0,0,142,113,3,253,2,0,67,0,"0",171,146,0,316,1,0,55,441,-20.0434043191888,-60,0.00315457413249211
"48","Bogis","Nyon-Bezirk","Bogis-Bossey","12. Nyon (Neuss)",6.1654551,46.352546,"Vaud","226. Bogis-Bossey",132,"Vaud","5. Bogis",135,"FALSE","FALSE",TRUE,TRUE,FALSE,8,123,0,0,73,58,12,124,7,0,27,0,"0",71,64,9,123,12,0,45,469,-53.3336113918333,-3,0.0888888888888889
"49","Bollion","Broye-Bezirk","Bollion","1.La Broye",6.8269,46.8177,"Freiburg","3. Bollion",135,"Freiburg","3. Bollion",158,"FALSE","FALSE",TRUE,TRUE,FALSE,5,133,0,0,78,60,0,5,133,0,33,0,"0",74,84,0,0,158,0,72,564,3.33176414374288,-23,1
"50","Bonnefontaine","Sanne-Bezirk","Bonnefontaine","4. La Sarine ( Saane)",7.2003891,46.7406052,"Freiburg","149. Bonnefontaine ( Muffethan).",283,"Freiburg","7. Bonnefontaine",257,"Muffethan","FALSE",TRUE,TRUE,FALSE,22,269,0,0,155,136,4,4,287,8,52,0,"0",123,134,0,0,257,0.133333333333333,187,819,16.9930208952796,26,1
"51","Bonvillars","Grandson-Bezirk","Bonvillars","6. Grandson (Grandsee)",6.6714518,46.8392361,"Vaud","107. Bonvillars",462,"Vaud","1. Bonvillars",502,"FALSE","FALSE",TRUE,TRUE,FALSE,22,439,2,0,237,226,6,450,12,0,119,0,"0",264,238,4,499,3,0,228,466,-5.49748705652527,-40,0.00597609561752988
"52","Borrex","Nyon-Bezirk","Borex","12. Nyon (Neuss)",6.1774963,46.3786499,"Vaud","227. Borex",169,"Vaud","6. Borrex",134,"FALSE","FALSE",TRUE,TRUE,FALSE,6,135,1,0,83,89,28,147,25,0,32,0,"0",65,69,8,123,11,0,52,469,-51.4556187275659,35,0.082089552238806
"53","Bossonnens","Vivisbach-Bezirk","Bossonnens","7. La Veveyse ( Vivisbach)",6.8523447,46.5258557,"Freiburg","270. Bossonnens",338,"Freiburg","3. Bossonnens",245,"FALSE","FALSE",TRUE,TRUE,FALSE,2,332,4,0,171,167,15,0,338,0,51,0,"0",123,122,0,9,236,0,61,722,0.944913119924445,93,0.963265306122449
"54","Bottens","Eschallens-Bezirk","Bottens","5. Echallens ( Tscherli1z)",6.6603021,46.6169495,"Vaud","81. Bottens",477,"Vaud","3. Bottens",465,"FALSE","FALSE",TRUE,TRUE,FALSE,45,428,7,0,245,235,24,227,253,0,87,0,"0",236,229,2,155,307,0,72,734,-10.7533098446637,12,0.664502164502164
"55","Botterens","Greyerz-Bezirk","Botterens","3. La Gruyere (Greierz)",7.1122067,46.6168996,"Freiburg","105. Botterens (Botteringen).",175,"Freiburg","3. Botterens",102,"Botteringen","FALSE",TRUE,TRUE,FALSE,10,152,16,0,85,93,17,2,176,0,24,0,"0",46,56,0,0,102,0,330,752,9.98767889826731,73,1
"56","Bougy","Aubone-Bezirk","Bougy","2. Aubonne",6.35303,46.47839,"Vaud","21. Bougy",253,"Vaud","6. Bougy",270,"FALSE","FALSE",TRUE,TRUE,FALSE,8,238,9,0,138,117,17,241,13,2,54,0,"0",156,114,3,267,3,0.0357142857142857,277,561,-35.6401270052023,-17,0.0111111111111111
"57","Boulens","Milden(Moudon)-Bezirk","Boulens","11. Moudon (Milden)",6.7195938,46.6800404,"Vaud","190. Boulens",204,"Vaud","2. Boulens",233,"FALSE","FALSE",TRUE,TRUE,FALSE,3,203,0,0,108,98,0,204,2,0,53,0,"0",126,107,1,231,2,0,110,713,-5.55216847230884,-29,0.00858369098712446
"58","Bouloz","Vivisbach-Bezirk","Bouloz","7. La Veveyse ( Vivisbach)",6.883332,46.616673,"Freiburg","271. Bouloz",280,"Freiburg","4. Bouloz",246,"FALSE","FALSE",TRUE,TRUE,FALSE,0,281,0,0,143,138,1,0,281,3,46,0,"0",124,122,1,0,246,0.0612244897959184,93,840,4.40377390870786,34,1
"59","Bournens","Cossonay-Bezirk","Bournens","4. Cossonay",6.5636887,46.6041957,"Vaud","47. Bournens",223,"Vaud","2. Bournens",218,"FALSE","FALSE",TRUE,TRUE,FALSE,5,220,0,0,118,107,0,224,1,0,44,0,"0",120,98,0,218,0,0,92,558,-18.0158847478207,5,0
"60","Boussens","Cossonay-Bezirk","Boussens","4. Cossonay",6.5838525,46.6027375,"Vaud","48. Boussens",164,"Vaud","3. Boussens",166,"FALSE","FALSE",TRUE,TRUE,FALSE,3,158,1,0,90,72,1,159,3,0,32,0,"0",85,81,0,166,0,0,26,590,-16.4657327829301,-2,0
"61","Bremblens","Morges-Bezirk","Bremblens","10. Morges (Morsee)",6.5186099,46.5454875,"Vaud","155. Bremblens",187,"Vaud","2. Bremblens",187,"FALSE","FALSE",TRUE,TRUE,FALSE,5,184,0,0,100,89,2,187,2,0,42,0,"0",107,80,1,186,1,0,30,462,-21.6476435209301,0,0.0053475935828877
"62","Brenlez","Milden(Moudon)-Bezirk","Brenles","11. Moudon (Milden)",6.853117,46.671816,"Vaud","191. Brenles",237,"Vaud","3. Brenlez",227,"FALSE","FALSE",TRUE,TRUE,FALSE,7,227,3,0,120,117,3,229,8,0,45,0,"0",112,115,0,226,1,0,109,755,-1.15011420719196,10,0.00440528634361234
"63","Brethonnieres","Orbe-Bezirk","Bretonnieres","13. Orbe (Orbach)",6.4743168,46.7120876,"Vaud","261. Bretonnieres",259,"Vaud","8. Bréthonnières",216,"FALSE","FALSE",TRUE,TRUE,FALSE,4,235,15,0,144,110,15,239,15,0,49,0,"0",118,98,2,215,1,0,124,700,-21.2940248300298,43,0.00462962962962963
"64","Bretigny sur
Barthelemy","Eschallens-Bezirk","St-Barthelemy","5. Echallens ( Tscherli1z)",6.602289,46.6368795,"Vaud","102. St-Barthelemy",258,"Vaud","4. Bretigny sur
Barthelémy",273,"FALSE","FALSE",TRUE,TRUE,FALSE,12,247,1,0,135,125,11,30,229,0,55,0,"0",149,124,9,51,222,0,11,590,-15.016749115549,-15,0.813186813186813
"65","Bretigny sur
Morrens","Eschallens-Bezirk","Bretigny","5. Echallens ( Tscherli1z)",6.6061203,46.6360069,"Vaud","82. Bretigny",223,"Vaud","5. Brétigny sur
Morrens",209,"FALSE","FALSE",TRUE,TRUE,FALSE,7,209,8,0,120,104,11,211,12,1,43,0,"0",109,100,0,208,1,0.0227272727272727,11,590,-14.7225516302327,14,0.00478468899521531
"66","Broe","Greyerz-Bezirk","Broc","3. La Gruyere (Greierz)",7.0974945,46.6042074,"Freiburg","106. Broc (Bruck)",1756,"Freiburg","4. Broe",400,"Bruck","FALSE",TRUE,TRUE,FALSE,138,1387,181,1,713,995,243,213,1486,1,98,0,"0",188,212,7,7,393,0.0101010101010101,62,701,9.27276622135877,1356,0.9825
"67","Buchillons","Morges-Bezirk","Buchillon","10. Morges (Morsee)",6.4200054,46.4693789,"Vaud","156. Buchillon",217,"Vaud","3. Buchillons",170,"FALSE","FALSE",TRUE,TRUE,FALSE,7,205,2,0,109,105,6,202,11,0,39,0,"0",95,75,2,167,3,0,53,395,-30.7769488329863,47,0.0176470588235294
"68","Bursinel","Rolle-Bezirk","Bursinel","17. Rolle",6.3069533,46.443808,"Vaud","327. Bursinel",210,"Vaud","2. Bursinel",166,"FALSE","FALSE",TRUE,TRUE,FALSE,19,192,0,0,121,90,11,201,7,0,36,0,"0",93,73,14,151,15,0,81,431,-39.8658264695353,44,0.0903614457831325
"69","Bursins","Rolle-Bezirk","Bursins","17. Rolle",6.2907857,46.452203,"Vaud","328. Bursins",424,"Vaud","3. Bursins",357,"FALSE","FALSE",TRUE,TRUE,FALSE,28,385,10,0,224,199,33,384,39,0,79,0,"0",194,163,21,343,14,0,300,506,-40.8667015821663,67,0.0392156862745098
"70","Burtigny","Rolle-Bezirk","Burtigny","17. Rolle",6.2569481,46.4675773,"Vaud","329. Burtigny",392,"Vaud","4. Burtigny",345,"FALSE","FALSE",TRUE,TRUE,FALSE,13,363,6,0,185,198,24,373,9,0,80,0,"0",185,160,19,339,6,0,130,743,-43.1042105838635,47,0.0173913043478261
"71","Bussigny","Morges-Bezirk","Bussigny sur Morges","10. Morges (Morsee)",6.558615,46.5517429,"Vaud","157. Bussigny s. Morges",1339,"Vaud","4. Bussigny",555,"FALSE","FALSE",TRUE,TRUE,FALSE,72,1171,93,1,655,685,141,1200,130,0,124,0,"0",293,262,10,549,6,0,87,454,-18.5140863952634,784,0.0108108108108108
"72","Bussigny","Oron-Bezirk","Bussigny sur Oron","14. Oron",6.86296,46.56963,"Vaud","280. Bussigny s. Oron",64,"Vaud","1. Bussigny",61,"FALSE","FALSE",TRUE,TRUE,FALSE,3,61,0,0,29,35,0,64,0,0,10,0,"0",26,35,0,61,0,0,99,782,-0.681619388465778,3,0
"73","Bussy","Broye-Bezirk","Bussy","1.La Broye",6.8883729,46.8347441,"Freiburg","4. Bussy (F.)",272,"Freiburg","4. Bussy",257,"FALSE","FALSE",TRUE,TRUE,FALSE,2,270,1,0,141,132,5,1,272,2,51,0,"0",123,134,0,8,249,0.0377358490566038,48,479,1.5439188035845,15,0.968871595330739
"74","Bussy","Milden(Moudon)-Bezirk","Bussy sur Moudon","11. Moudon (Milden)",6.8113788,46.6866984,"Vaud","192. Bussy s. Moudon",213,"Vaud","4. Bussy",190,"FALSE","FALSE",TRUE,TRUE,FALSE,48,168,0,0,112,104,5,210,2,1,42,0,"0",103,87,1,189,1,0.0232558139534884,155,638,-3.19498911804665,23,0.00526315789473684
"75","Bussy","Morges-Bezirk","Bussy sur Morges","10. Morges (Morsee)",6.445833,46.526667,"Vaud","158. Bussy s. Morges",146,"Vaud","5. Bussy",168,"FALSE","FALSE",TRUE,TRUE,FALSE,10,139,2,0,82,69,12,138,13,0,37,0,"0",91,77,1,166,2,0,75,507,-27.5092661408726,-22,0.0119047619047619
"76","Buttet","Grandson-Bezirk","Bullet","6. Grandson (Grandsee)",6.5543666,46.8307957,"Vaud","108. Bullet",568,"Vaud","2. Buttet",767,"FALSE","FALSE",TRUE,TRUE,FALSE,16,547,3,0,300,269,18,550,18,1,187,0,"0",397,370,13,761,6,0.00531914893617021,541,1130,-14.3615792824923,-199,0.00782268578878748
"77","Carouge","Oron-Bezirk","Carrouge","14. Oron",6.7748157,46.6043933,"Vaud","281. Carrouge",462,"Vaud","2. Carouge",431,"FALSE","FALSE",TRUE,TRUE,FALSE,19,436,6,0,227,234,5,451,10,0,86,0,"0",218,213,0,430,1,0,43,726,-1.92821603489824,31,0.00232018561484919
"78","Cerniat","Greyerz-Bezirk","Cerniat","3. La Gruyere (Greierz)",7.1594527,46.6343672,"Freiburg","108. Cerniat",733,"Freiburg","6. Cerniat",520,"FALSE","FALSE",TRUE,TRUE,FALSE,1,745,3,0,403,346,41,0,749,0,105,0,"0",262,258,0,0,520,0,267,971,10.1505087872045,213,1
