"","clean.city.1860","County.1860","clean.city.1910","County.1910","lon","lat","State.1910","City.1910","Pop.1910","State.1860","City.1860","Pop.1860","alternate.city.1910","alternate.city.1860","inside_1910","inside_1860","match.ID","Deutsch.1910","Franzosisch.1910","Italienisch.1910","Romanisch.1910","Mannlich.1910","Weiblich.1910","Auslander.1910","Protestantisch.1910","Katholisch.1910","Deutsch.1860","Franzosisch.1860","Italienisch.1860","Romanisch.1860","Mannlich.1860","Weiblich.1860","Auslander.1860","Protestantische.1860","Katholisch.1860","PctGerman","rough","elev","Dist","Growth","PctCath"
"79","Cerniaz","Peterlingen(Payerne)-Bezirk","Cerniaz","15. Payerne (Peterlingen)",6.8955942,46.7265588,"Vaud","303. Cerniaz",140,"Vaud","1. Cerniaz",146,"FALSE","FALSE",TRUE,TRUE,FALSE,4,133,0,0,80,57,1,126,11,0,30,0,"0",81,65,0,144,2,0,216,669,-1.55082444943843,-6,0.0136986301369863
"80","Chables","Broye-Bezirk","Chables","1.La Broye",6.8077879,46.8256195,"Freiburg","5. Chäbles",311,"Freiburg","5. Chäbles",322,"FALSE","FALSE",TRUE,TRUE,FALSE,25,289,0,0,162,152,9,26,287,0,61,0,"0",157,165,0,0,322,0,179,465,2.94501772080034,-11,1
"81","Chabrey, de","Wiflisburg (Avenches)-Bezirk","Chabrey","3. Avenches ( Wiflisburg )",6.981517,46.9268456,"Vaud","35. Chabrey",225,"Vaud","3. Chabrey, de",281,"FALSE","FALSE",TRUE,TRUE,FALSE,37,179,1,0,114,103,1,215,2,7,54,0,"0",144,137,0,271,10,0.114754098360656,98,486,-0.563949467669314,-56,0.0355871886120996
"82","Chamblon","Yverdon (Ifferten)-Bezirk","Chamblon","19. Yverdon ( Iferten)",6.6042766,46.7782322,"Vaud","353 . Chamblon",182,"Vaud","4. Chamblon",201,"FALSE","FALSE",TRUE,TRUE,FALSE,36,139,7,0,82,100,22,164,18,0,45,0,"0",113,88,6,197,4,0,95,505,-12.1363326240879,-19,0.0199004975124378
"83","Champagne","Grandson-Bezirk","Champagne","6. Grandson (Grandsee)",6.6583,46.83086,"Vaud","109. Champagne",619,"Vaud","3. Champagne",440,"FALSE","FALSE",TRUE,TRUE,FALSE,35,572,11,1,327,292,30,569,44,0,107,0,"0",223,217,6,434,3,0,95,455,-6.44682679433757,179,0.0068649885583524
"84","Champmartin, de","Wiflisburg (Avenches)-Bezirk","Chanipmartin","3. Avenches ( Wiflisburg )",6.536765,46.5613135,"Vaud","36. Chanipmartin",38,"Vaud","4. Champmartin, de",50,"FALSE","FALSE",TRUE,TRUE,FALSE,2,35,0,0,18,19,1,35,2,1,13,0,"0",26,24,0,50,0,0.0714285714285714,55,441,-20.0434043191888,-12,0
"85","Champtauraz","Peterlingen(Payerne)-Bezirk","Champtauroz","15. Payerne (Peterlingen)",6.7876222,46.7602888,"Vaud","304. Champtauroz",163,"Vaud","2. Champtauraz",222,"FALSE","FALSE",TRUE,TRUE,FALSE,10,151,0,0,84,77,0,158,3,0,39,0,"0",111,111,0,220,2,0,60,699,-1.10880868484648,-59,0.00900900900900901
"86","Champvent","Yverdon (Ifferten)-Bezirk","Champvent","19. Yverdon ( Iferten)",6.5728678,46.7829756,"Vaud","354. Champvent",377,"Vaud","5. Champvent",407,"FALSE","FALSE",TRUE,TRUE,FALSE,23,345,7,0,207,168,7,360,15,0,88,0,"0",212,195,1,407,0,0,88,495,-14.0587719191534,-30,0
"87","Chandon","Broye-Bezirk","Chandon","1.La Broye",7.04681,46.83863,"Freiburg","6. Chandon",171,"Freiburg","6. Chandon",181,"FALSE","FALSE",TRUE,TRUE,FALSE,31,142,0,0,98,75,0,19,154,3,28,0,"0",95,86,0,24,157,0.0967741935483871,78,546,1.10639368917193,-10,0.867403314917127
"88","Chandossel","See-Bezirk","Chandossel","5. See (Lac)",7.083333,46.883335,"Freiburg","211. Chandossel",156,"Freiburg","7. Chandossel",162,"FALSE","FALSE",TRUE,TRUE,FALSE,26,133,0,0,80,79,0,24,185,2,32,0,"0",70,92,0,17,145,0.0588235294117647,68,482,1.17724429852763,-6,0.895061728395062
"89","Chaneas","Yverdon (Ifferten)-Bezirk","Chaneaz","19. Yverdon ( Iferten)",6.7426149,46.7296682,"Vaud","355. Chaneaz",123,"Vaud","7. Chaneas",142,"FALSE","FALSE",TRUE,TRUE,FALSE,2,120,1,0,69,54,0,122,1,0,29,0,"0",83,59,0,138,4,0,126,762,-0.729485710231363,-19,0.028169014084507
"90","Chapelle","Broye-Bezirk","Chapelle","1.La Broye",6.85,46.767,"Freiburg","7. Chapelle (Broye)",103,"Freiburg","7. Chapelle",123,"Broye","FALSE",TRUE,TRUE,FALSE,3,100,0,0,62,41,1,2,101,0,21,0,"0",61,62,0,2,121,0,171,681,0.163701050476723,-20,0.983739837398374
"91","Chapelle","Glane-Bezirk","Chapelle","2. La Gläne",6.85,46.767,"Freiburg","55. Chapelle (Glane)",131,"Freiburg","7. Chapelle",167,"Glane","FALSE",TRUE,TRUE,FALSE,0,137,0,0,71,66,0,0,137,0,33,0,"0",81,86,0,6,161,0,171,681,0.163701050476723,-36,0.964071856287425
"92","Chapelles","Milden(Moudon)-Bezirk","Chapelle","11. Moudon (Milden)",6.9701932,46.3153617,"Vaud","193. Chapelle (Vd.)",321,"Vaud","5. Chapelles",326,"FALSE","FALSE",TRUE,TRUE,FALSE,13,307,2,0,168,155,5,317,6,0,70,0,"0",169,157,0,326,0,0,228,424,-13.8197805775026,-5,0
"93","Chardonnay","Morges-Bezirk","Chardonney","10. Morges (Morsee)",6.4330233,46.5323342,"Vaud","159. Chardonney",67,"Vaud","6. Chardonnay",60,"FALSE","FALSE",TRUE,TRUE,FALSE,8,57,1,0,41,25,3,63,3,0,10,0,"0",35,25,2,58,2,0,121,573,-28.3540660810569,7,0.0333333333333333
"94","Chardonne","Vevey(Vivis)-Bezirk","Chardonne","18. Vevey ( Vivis )",6.8342278,46.4769475,"Vaud","340. Chardonne",1202,"Vaud","2. Chardonne",985,"FALSE","FALSE",TRUE,TRUE,FALSE,97,970,56,1,583,557,159,949,190,1,223,0,"0",503,482,29,964,21,0.00446428571428571,512,658,-2.34601680344197,217,0.0213197969543147
"95","Charmont","Morges-Bezirk","Clarmont","10. Morges (Morsee)",6.4499056,46.5468467,"Vaud","162. Clarmont",124,"Vaud","9. Charmont",128,"FALSE","FALSE",TRUE,TRUE,FALSE,4,119,1,0,63,61,2,118,2,0,29,0,"0",67,61,0,127,1,0,113,551,-26.8345103706826,-4,0.0078125
"96","Chatel-sur-Montsalvens","Greyerz-Bezirk","Chatel","3. La Gruyere (Greierz)",6.9010895,46.5269159,"Freiburg","110. Chätel",160,"Freiburg","8. Chatel-sur-Montsalvens",139,"FALSE","FALSE",TRUE,TRUE,FALSE,2,157,1,0,77,83,3,1,159,0,27,0,"0",70,69,1,0,139,0,52,825,0.917170780779933,21,1
"97","Chatelard","Glane-Bezirk","Le Chatelard","2. La Gläne",6.9779856,46.6774396,"Freiburg","56. Le Chätelard (F.)",433,"Freiburg","8. Chatelard",428,"FALSE","FALSE",TRUE,TRUE,FALSE,6,424,0,0,215,215,0,1,426,1,81,0,"0",196,232,1,0,428,0.0121951219512195,128,898,6.52609450662995,5,1
"98","Chatillens","Oron-Bezirk","Chatillens","14. Oron",6.8151617,46.5691032,"Vaud","282. Chätillens",297,"Vaud","3. Chatillens",225,"FALSE","FALSE",TRUE,TRUE,FALSE,4,280,9,0,144,149,24,250,42,0,48,0,"0",117,108,0,224,1,0,54,611,-1.14245293968016,72,0.00444444444444444
"99","Chatillon","Broye-Bezirk","Chatillon","1.La Broye",6.8327537,46.8325377,"Freiburg","8. Chätillon (F.)",144,"Freiburg","8. Chatillon",183,"FALSE","FALSE",TRUE,TRUE,FALSE,1,143,0,0,83,61,5,2,142,0,34,0,"0",92,91,1,11,172,0,130,561,4.72102144229014,-39,0.939890710382514
"100","Chattonnaye","Glane-Bezirk","Chatonnaye","2. La Gläne",6.9389834,46.7541947,"Freiburg","57. Chatonnaye",417,"Freiburg","9. Chattonnaye",360,"FALSE","FALSE",TRUE,TRUE,FALSE,15,402,0,0,209,208,0,6,411,0,63,0,"0",177,183,0,13,347,0,98,687,0.360099969674807,57,0.963888888888889
"101","Chavannes","Milden(Moudon)-Bezirk","Chavannes sur Moudon","11. Moudon (Milden)",6.8083634,46.6569029,"Vaud","194. Chavannes s. Moudon",367,"Vaud","6. Chavannes",354,"FALSE","FALSE",TRUE,TRUE,FALSE,15,354,0,0,182,187,5,358,11,0,64,0,"0",181,173,1,352,2,0,146,670,-0.6737160893144,13,0.00564971751412429
"102","Chavannes","Morges-Bezirk","Chavannes sur Morges","10. Morges (Morsee)",6.5031793,46.6132505,"Vaud","160. Chavannes s. Morges",1014,"Vaud","7, Chavannes",151,"FALSE","FALSE",TRUE,TRUE,FALSE,68,781,159,0,524,486,216,714,241,0,31,0,"0",83,68,0,145,0,0,80,573,-22.7001371155645,863,0
"103","Chavannes des
Bogis","Nyon-Bezirk","Chavannes-de-Bogis","12. Nyon (Neuss)",6.1621477,46.3435262,"Vaud","228. Chavannes-de-Bogis",111,"Vaud","7. Chavannes des
Bogis",98,"FALSE","FALSE",TRUE,TRUE,FALSE,1,112,0,0,62,51,7,99,9,0,26,0,"0",49,49,16,81,17,0,45,469,-53.9469930122874,13,0.173469387755102
"104","Chavannes des
Bois","Nyon-Bezirk","Chavannes-des-Bois","12. Nyon (Neuss)",6.1332926,46.3158782,"Vaud","229. Chavannes-des-Bois",56,"Vaud","8. Chavannes des
Bois",53,"FALSE","FALSE",TRUE,TRUE,FALSE,2,54,0,0,30,26,4,47,9,0,16,0,"0",35,18,5,45,8,0,27,460,-57.2110075927371,3,0.150943396226415
"105","Chavannes le
Cherie","Yverdon (Ifferten)-Bezirk","Chavannes-le-Chene","19. Yverdon ( Iferten)",6.7778913,46.7769235,"Vaud","356. Chavannes-le-Chene",332,"Vaud","6. Chavannes le
Cherie",329,"FALSE","FALSE",TRUE,TRUE,FALSE,6,315,1,0,169,153,1,317,4,0,59,0,"0",171,158,3,322,7,0,59,663,-1.87376999352828,3,0.0212765957446809
"106","Chavannes sur
Veyron","Cossonay-Bezirk","Chavannes-le-Veyron","4. Cossonay",6.4512676,46.6057547,"Vaud","50. Chavannes-le-Veyron",150,"Vaud","4. Chavannes sur
Veyron",138,"FALSE","FALSE",TRUE,TRUE,FALSE,4,142,0,0,76,70,0,144,2,0,33,0,"0",74,64,0,138,0,0,44,594,-26.5805728397147,12,0
"107","Chavannes-lesforts","Glane-Bezirk","Chavannes-les-Forts","2. La Gläne",6.899998,46.650001,"Freiburg","58. Chavannes-les-Forts",360,"Freiburg","10. Chavannes-lesforts",306,"FALSE","FALSE",TRUE,TRUE,FALSE,3,358,0,0,179,182,0,8,353,0,61,0,"0",150,156,0,0,306,0,110,745,2.71623382438221,54,1
"108","Chavannes-sous-
Orsonnens","Glane-Bezirk","Chavannes - sous- orsonnens","2. La Gläne",6.983331,46.733331,"Freiburg","59. Chavannes - sous- orsonnens",256,"Freiburg","11. Chavannes-sous-
Orsonnens",173,"FALSE","FALSE",TRUE,TRUE,FALSE,4,255,0,0,140,119,0,0,259,0,32,0,"0",92,81,0,0,173,0,58,695,3.43232829308496,83,1
"109","Chavornay","Orbe-Bezirk","Chavornay","13. Orbe (Orbach)",6.5707689,46.7088129,"Vaud","262. Chavornay",1058,"Vaud","9. Chavornay",847,"FALSE","FALSE",TRUE,TRUE,FALSE,57,931,67,0,570,486,100,934,114,2,178,0,"0",457,390,36,834,13,0.0111111111111111,47,445,-14.0487767195731,211,0.0153482880755608
"110","Chene et Paquier","Yverdon (Ifferten)-Bezirk","Chene-Paquier","19. Yverdon ( Iferten)",6.7693826,46.7714905,"Vaud","357. Chene-Paquier",174,"Vaud","9. Chène et Paquier",207,"FALSE","FALSE",TRUE,TRUE,FALSE,7,168,0,0,85,90,0,173,2,0,41,0,"0",110,97,0,204,3,0,79,650,-2.44260033562012,-33,0.0144927536231884
"111","Chenens","Sanne-Bezirk","Chenens","4. La Sarine ( Saane)",7.0015049,46.7409687,"Freiburg","150. Chenens",327,"Freiburg","8. Chenens",234,"FALSE","FALSE",TRUE,TRUE,FALSE,16,309,1,0,181,145,2,6,320,0,47,0,"0",123,111,2,4,230,0,80,681,4.62897421356024,93,0.982905982905983
"112","Chesalles","Milden(Moudon)-Bezirk","Chesalles sur Moudon","11. Moudon (Milden)",6.8337951,46.6758661,"Vaud","195. Chesalles s. Moudon",123,"Vaud","7. Chesalles",116,"FALSE","FALSE",TRUE,TRUE,FALSE,10,109,0,0,62,57,3,117,1,0,21,0,"0",58,58,0,115,1,0,268,690,-1.47943561676805,7,0.00862068965517241
"113","Chesalles","Oron-Bezirk","Chesalles sur Oron","14. Oron",6.8532023,46.5768199,"Vaud","283. Chesalles s. Oron",166,"Vaud","4. Chésalles",184,"FALSE","FALSE",TRUE,TRUE,FALSE,2,166,0,0,90,78,6,124,44,0,43,0,"0",96,88,0,183,1,0,104,787,-0.582441920735124,-18,0.00543478260869565
"114","Chesalles","Sanne-Bezirk","Chesalles","4. La Sarine ( Saane)",7.133338,46.766665,"Freiburg","151. Chesalles",99,"Freiburg","9. Chesalles",79,"FALSE","FALSE",TRUE,TRUE,FALSE,27,72,0,0,53,46,0,19,80,4,8,0,"0",50,29,0,18,61,0.333333333333333,131,674,11.4748710890281,20,0.772151898734177
"115","Chesau et Noreas","Yverdon (Ifferten)-Bezirk","Cheseaux-Noreaz","19. Yverdon ( Iferten)",6.6719386,46.7820058,"Vaud","358. Cheseaux-Noreaz",139,"Vaud","8. Chesau et Noréas",158,"FALSE","FALSE",TRUE,TRUE,FALSE,11,119,6,0,81,55,8,124,12,2,28,0,"0",98,60,2,156,2,0.0666666666666667,190,513,-7.73318158260736,-19,0.0126582278481013
"116","Cheseaux","Lausanne-Bezirk","Cheseaux","7. Lausanne",6.6747383,46.7860382,"Vaud","128. Cheseaux",390,"Vaud","3. Cheseaux",389,"FALSE","FALSE",TRUE,TRUE,FALSE,15,374,3,0,196,196,11,371,19,2,78,0,"0",203,186,7,383,6,0.025,150,442,-7.26626272872215,1,0.0154241645244216
"117","Cheserex","Nyon-Bezirk","Cheserex","12. Nyon (Neuss)",6.17475,46.40057,"Vaud","230. Cheserex",212,"Vaud","9. Cheserex",236,"FALSE","FALSE",TRUE,TRUE,FALSE,36,175,2,0,113,100,3,199,5,0,48,0,"0",132,104,16,216,20,0,105,539,-50.9149811340436,-24,0.0847457627118644
"118","Chesopelloz","Sanne-Bezirk","Chesopelloz","4. La Sarine ( Saane)",7.0776978,46.8069899,"Freiburg","152. Chesopelloz",129,"Freiburg","10. Chesopelloz",119,"FALSE","FALSE",TRUE,TRUE,FALSE,13,116,0,0,72,57,0,10,119,1,26,0,"0",64,55,0,0,119,0.037037037037037,71,627,5.34204254281327,10,1
"119","Chessel","Aigle-Bezirk","Chessel","1. Aigle (Aden)",6.8943585,46.3494222,"Vaud","3. Chessel",146,"Vaud","3. Chessel",119,"FALSE","FALSE",TRUE,TRUE,FALSE,0,138,1,1,77,64,7,120,19,0,30,0,"0",67,52,1,117,2,0,31,379,-12.0913052214338,27,0.0168067226890756
"120","Chevilly","Cossonay-Bezirk","Chevilly","4. Cossonay",6.4768334,46.6425155,"Vaud","51. Chevilly",214,"Vaud","5. Chevilly",292,"FALSE","FALSE",TRUE,TRUE,FALSE,10,198,0,0,116,92,1,205,2,0,62,0,"0",159,133,0,290,2,0,48,573,-23.1964468997351,-78,0.00684931506849315
"121","Chevroux","Peterlingen(Payerne)-Bezirk","Chevroux","15. Payerne (Peterlingen)",6.9079618,46.8893493,"Vaud","305. Chevroux",381,"Vaud","3. Chevroux",404,"FALSE","FALSE",TRUE,TRUE,FALSE,48,336,0,0,208,176,6,362,22,2,75,0,"0",202,202,2,391,13,0.025974025974026,60,447,-0.909247101365964,-23,0.0321782178217822
"122","Chexbres","Ryf-Thal (Lavaux)-Bezirk","Chexbres","9. Lavaux (Rifthal)",6.7788078,46.481692,"Vaud","142. Chexbres",1067,"Vaud","1. Chexbres",789,"FALSE","FALSE",TRUE,TRUE,FALSE,88,881,60,0,519,520,124,924,110,1,187,6,"0",415,374,56,728,61,0.00531914893617021,303,510,-4.97217078910663,278,0.0773130544993663
"123","Cheyres","Broye-Bezirk","Cheyres","1.La Broye",6.7892688,46.8167597,"Freiburg","10. Cheyres",407,"Freiburg","9. Cheyres",363,"FALSE","FALSE",TRUE,TRUE,FALSE,31,376,0,0,202,205,3,30,377,0,71,0,"0",192,171,0,20,343,0,191,428,1.51880053897732,44,0.944903581267218
"124","Cheyri","Broye-Bezirk","Cheiry","1.La Broye",6.8368752,46.7512379,"Freiburg","9. Cheiry",264,"Freiburg","10. Cheyri",282,"FALSE","FALSE",TRUE,TRUE,FALSE,2,259,1,0,131,131,7,4,258,0,48,0,"0",130,152,2,0,282,0,123,578,0.426088780758238,-18,1
"125","Chigny","Morges-Bezirk","Chigny","10. Morges (Morsee)",6.4770127,46.5198495,"Vaud","161. Chigny",123,"Vaud","8. Chigny",124,"FALSE","FALSE",TRUE,TRUE,FALSE,7,122,0,0,64,65,13,118,11,0,23,0,"0",63,61,5,124,0,0,82,443,-25.3534002260582,-1,0
"126","Chines, les","Glane-Bezirk","Les Glanes","2. La Gläne",6.939926,46.695845,"Freiburg","67. Les Glänes",115,"Freiburg","19. Chines, les",88,"FALSE","FALSE",TRUE,TRUE,FALSE,20,95,0,0,61,54,1,6,109,0,15,0,"0",44,44,0,0,88,0,136,751,3.14520806266835,27,1
"127","Clees, les","Orbe-Bezirk","Les Clees","13. Orbe (Orbach)",6.4628129,46.7316468,"Vaud","263. Les Clees",196,"Vaud","11. Clées, les",224,"FALSE","FALSE",TRUE,TRUE,FALSE,13,176,7,0,102,94,15,185,11,1,51,0,"0",118,106,4,220,4,0.0192307692307692,163,639,-22.0583475140174,-28,0.0178571428571429
"128","Coinsins","Nyon-Bezirk","Coinsins","12. Nyon (Neuss)",6.2361235,46.4245549,"Vaud","231. Coinsins",159,"Vaud","10. Coinsins",174,"FALSE","FALSE",TRUE,TRUE,FALSE,9,152,2,0,84,79,5,151,12,4,37,0,"0",89,85,3,168,6,0.0975609756097561,75,449,-45.6604489214094,-15,0.0344827586206897
"129","Collombier","Morges-Bezirk","Colombier","10. Morges (Morsee)",6.4728374,46.5563035,"Vaud","163. Colombier (Vd.)",379,"Vaud","10. Collombier",380,"FALSE","FALSE",TRUE,TRUE,FALSE,17,355,5,0,195,182,17,362,15,5,65,0,"0",195,185,13,373,7,0.0714285714285714,47,517,-24.9685747230949,-1,0.0184210526315789
"130","Combremont le
Grand","Peterlingen(Payerne)-Bezirk","Combremont-le-Grand","15. Payerne (Peterlingen)",6.8183,46.76248,"Vaud","306. Combremont-le-Grand",438,"Vaud","4. Combremont le
Grand",438,"FALSE","FALSE",TRUE,TRUE,FALSE,37,395,6,0,227,211,10,410,28,1,83,1,"0",230,208,2,421,17,0.0119047619047619,54,672,-1.23939051701138,0,0.0388127853881279
"131","Combremont le
Petit","Peterlingen(Payerne)-Bezirk","Combremont-le-Petit","15. Payerne (Peterlingen)",6.80999,46.7494,"Vaud","307. Combremont-le-Petit",406,"Vaud","5. Combremont le
Petit",410,"FALSE","FALSE",TRUE,TRUE,FALSE,29,367,12,0,222,186,11,390,17,1,82,0,"0",208,202,4,406,4,0.0120481927710843,44,676,-1.08281404918168,-4,0.00975609756097561
"132","Commugny","Nyon-Bezirk","Commugny","12. Nyon (Neuss)",6.1774577,46.3187046,"Vaud","232. Commugny",301,"Vaud","11. Commugny",243,"FALSE","FALSE",TRUE,TRUE,FALSE,26,272,5,0,159,145,58,236,60,0,69,0,"0",131,112,46,191,52,0,46,417,-54.0033030032581,58,0.213991769547325
"133","Concize","Grandson-Bezirk","Concise","6. Grandson (Grandsee)",6.7191022,46.8543007,"Vaud","110. Concise",690,"Vaud","4. Concize",823,"FALSE","FALSE",TRUE,TRUE,FALSE,46,625,29,0,346,354,47,642,52,2,184,1,"0",437,386,58,768,51,0.010752688172043,232,457,-2.99382619751216,-133,0.0622710622710623
"134","Constantine","Wiflisburg (Avenches)-Bezirk","Constantine","3. Avenches ( Wiflisburg )",7.0114287,46.9186759,"Vaud","37. Constantine",214,"Vaud","5. Constantine",204,"FALSE","FALSE",TRUE,TRUE,FALSE,13,192,9,0,113,101,10,201,12,0,38,0,"0",93,111,2,202,2,0,126,507,-1.71550327908739,10,0.00980392156862745
"135","Coppet","Nyon-Bezirk","Coppet","12. Nyon (Neuss)",6.1935705,46.3166195,"Vaud","233. Coppet",581,"Vaud","12. Coppet",457,"FALSE","FALSE",TRUE,TRUE,FALSE,50,478,34,0,275,295,185,404,146,0,131,0,"0",221,236,96,358,99,0,31,372,-52.9932474537276,124,0.216630196936543
"136","Corbeyrier","Aigle-Bezirk","Corbeyrier","1. Aigle (Aden)",6.9598484,46.3491052,"Vaud","4. Corbeyrier",263,"Vaud","4. Corbeyrier",229,"FALSE","FALSE",TRUE,TRUE,FALSE,8,245,2,0,144,112,3,234,15,0,66,0,"0",115,114,0,220,9,0,513,843,-10.1847766475952,34,0.0393013100436681
"137","Corbieres","Greyerz-Bezirk","Corbieres","3. La Gruyere (Greierz)",7.1018572,46.6593115,"Freiburg","111. Corbieres (Korbers)",207,"Freiburg","9. Corbieres (Korbers)",210,"Korbers","Korbers",TRUE,TRUE,FALSE,7,200,7,0,108,106,16,0,214,0,54,0,"0",102,117,5,2,217,0,124,705,14.3868932734468,-3,0.990867579908676
"138","Corcelles","Grandson-Bezirk","Coreelles sur Concise","6. Grandson (Grandsee)",6.7059359,46.8464708,"Vaud","111. Coreelles s. Concise",256,"Vaud","5. Corcelles",248,"FALSE","FALSE",TRUE,TRUE,FALSE,25,230,0,0,132,123,0,254,1,0,58,0,"0",135,113,4,243,5,0,137,464,-3.21637355480845,8,0.0201612903225806
"139","Corcelles","Orbe-Bezirk","Coroelles sur Chavornay","13. Orbe (Orbach)",6.5996501,46.7029453,"Vaud","264. Coroelles s. Chavornay",339,"Vaud","10. Corcelles",353,"FALSE","FALSE",TRUE,TRUE,FALSE,27,314,0,0,175,166,15,332,8,0,82,0,"0",187,166,16,343,10,0,98,541,-12.0372095445293,-14,0.028328611898017
"140","Corcelles","Oron-Bezirk","Corcelles-le-Jorat","14. Oron",6.7422889,46.6064999,"Vaud","284. Corcelles-le-Jorat",466,"Vaud","5. Corcelles",560,"FALSE","FALSE",TRUE,TRUE,FALSE,8,461,0,0,253,216,9,467,2,0,106,0,"0",282,278,2,557,3,0,92,775,-4.41850512484902,-94,0.00535714285714286
"141","Corcelles","Peterlingen(Payerne)-Bezirk","Corcelles pres Payerne","15. Payerne (Peterlingen)",6.9622657,46.8309425,"Vaud","308. Corcelles pres Payerne",1234,"Vaud","6. Corcelles",930,"FALSE","FALSE",TRUE,TRUE,FALSE,57,1163,11,0,625,606,23,1184,47,5,196,0,"0",492,438,5,912,18,0.0248756218905473,36,457,-0.370491663967505,304,0.0193548387096774
"142","Corjolens","Sanne-Bezirk","Corjolens","4. La Sarine ( Saane)",7.049997,46.783332,"Freiburg","154. Corjolens",105,"Freiburg","11. Corjolens",65,"FALSE","FALSE",TRUE,TRUE,FALSE,61,44,0,0,54,51,2,61,44,0,12,0,"0",37,28,7,0,65,0,82,691,6.688525193224,40,1
"143","Cormagens","Sanne-Bezirk","Cormagens","4. La Sarine ( Saane)",7.1347229,46.8346031,"Freiburg","155. Cormagens (Cormafing )",121,"Freiburg","13. Cormagens",83,"Cormafing","FALSE",TRUE,TRUE,FALSE,27,96,0,0,61,62,0,11,112,1,12,0,"0",45,38,0,0,83,0.0769230769230769,69,565,6.49401034592591,38,1
"144","Cormerod","See-Bezirk","Cormerod","5. See (Lac)",7.083338,46.866667,"Freiburg","213. Cormerod",202,"Freiburg","9. Cormerod",176,"FALSE","FALSE",TRUE,TRUE,FALSE,30,174,0,0,117,87,0,18,186,1,29,0,"0",97,79,3,12,164,0.0333333333333333,78,592,1.23021171992376,26,0.931818181818182
"145","Corminboeuf","Sanne-Bezirk","Corminbwuf","4. La Sarine ( Saane)",7.1058977,46.8111587,"Freiburg","156. Corminbwuf",423,"Freiburg","12. Corminboeuf",303,"FALSE","FALSE",TRUE,TRUE,FALSE,46,382,0,0,218,210,2,34,394,4,58,0,"0",147,156,0,40,263,0.0645161290322581,103,640,6.34429039404781,120,0.867986798679868
"146","Corpataux","Sanne-Bezirk","Corpataux","4. La Sarine ( Saane)",7.0961791,46.7419967,"Freiburg","157. Corpataux",352,"Freiburg","14. Corpataux",323,"FALSE","FALSE",TRUE,TRUE,FALSE,18,337,0,0,177,178,1,3,352,1,66,0,"0",156,167,0,0,323,0.0149253731343284,89,683,11.7183731499003,29,1
"147","Correvons","Milden(Moudon)-Bezirk","Correvon","11. Moudon (Milden)",6.73763,46.71547,"Vaud","196. Correvon",109,"Vaud","8. Correvons",162,"FALSE","FALSE",TRUE,TRUE,FALSE,4,107,0,0,60,51,1,109,2,0,28,0,"0",94,68,1,162,0,0,105,716,-1.96422706794948,-53,0
"148","Corsalettes","See-Bezirk","Corsalettes","5. See (Lac)",7.0604118,46.8449667,"Freiburg","214. Corsalettes",87,"Freiburg","10. Corsalettes",86,"FALSE","FALSE",TRUE,TRUE,FALSE,13,75,0,0,51,37,0,13,75,0,21,0,"0",43,43,0,0,86,0,75,580,1.27437598285825,1,1
"149","Corseaux","Vevey(Vivis)-Bezirk","Corseaux","18. Vevey ( Vivis )",6.8289971,46.4702528,"Vaud","342. Corseaux",672,"Vaud","4. Corseaux",388,"FALSE","FALSE",TRUE,TRUE,FALSE,60,576,13,0,292,370,80,580,81,0,85,0,"0",215,173,65,332,56,0,337,432,-3.19180835197015,284,0.144329896907216
"150","Corserey","Sanne-Bezirk","Corserey","4. La Sarine ( Saane)",6.99234,46.77434,"Freiburg","158. Corserey",246,"Freiburg","15. Corserey",191,"FALSE","FALSE",TRUE,TRUE,FALSE,23,221,0,0,121,123,1,14,230,1,39,0,"0",94,97,6,0,191,0.025,77,673,3.05590348344428,55,1
"151","Cossonay","Cossonay-Bezirk","Cossonay","4. Cossonay",6.507171,46.6140944,"Vaud","52. Cossonay",1108,"Vaud","6. Cossonay",946,"FALSE","FALSE",TRUE,TRUE,FALSE,116,934,58,0,568,542,113,970,113,1,201,0,"0",478,468,22,924,22,0.00495049504950495,80,573,-22.4013630696383,162,0.0232558139534884
"152","Cottens","Cossonay-Bezirk","Cottens","4. Cossonay",6.4539944,46.5720815,"Vaud","53. Cottens (Vd.)",214,"Vaud","7. Cottens",199,"FALSE","FALSE",TRUE,TRUE,FALSE,38,173,0,0,96,116,4,204,8,0,38,0,"0",96,103,2,198,1,0,60,574,-26.2716927982737,15,0.0050251256281407
"153","Cottens","Sanne-Bezirk","Cottens","4. La Sarine ( Saane)",7.032901,46.7531574,"Freiburg","159. Cottens (Cottingen) (F.)",486,"Freiburg","16. Cottens",334,"Cottingen","FALSE",TRUE,TRUE,FALSE,17,467,0,0,249,235,7,0,484,3,57,0,"0",168,166,13,17,317,0.05,24,715,6.9423165159984,152,0.949101796407186
"154","Courtepin","See-Bezirk","Courtepin","5. See (Lac)",7.1238213,46.8653104,"Freiburg","219. Courtepin",363,"Freiburg","16. Courtepin",201,"FALSE","FALSE",TRUE,TRUE,FALSE,106,259,0,0,192,173,11,73,292,13,22,0,"0",106,95,0,25,176,0.371428571428571,78,584,3.98657622299578,162,0.875621890547264
