       339       741        38       427     98830      1150     78200     16600       937       946       955       946     99530       210       250         0       285       415       783       304       609       169       222        22       593       201       206        59        70        51       555       274       171       178       179       127   1877200   1920400   1907600   1903700   1910800     44000     56000      6000         0     69000     31000       165      1041      L200  220 Berne    Oberhasle      
       287       715        26       378      8580     90570     82900     25800       955       968       977       968      7090     92340       520        10       311       274       309       316       428       420       151       236       425       396       179        11       234        57       419       343       238         8       228       142   1893700   1918500   1927500   1906500   1909800     40000     60000      7000     76000     24000         0       240      1061      L210  221 Berne    Porrentruy     
       372       734        32       484     99270       310     73700     12300       964       978       964       970     99270       730         0         0       225       313       482       303       709       206        85        35       638       209       154        24        48        88       473       216       311        76        76       257   1877800   1920000   1920700   1912000   1917900     57000     43000      5000         0         0    100000       204      1059      L220  222 Berne    Saanan         
       461       826        74       514     99830       150     70900     19800       821       860       899       862     99950        50         0         0       284       282       444       335       685       249        66        45       636       230       134        27        54        78       539       194       268        69        71       216   1877800   1926400   1929000   1919400   1933000     32000     68000      1000         0     75000     25000       211       993      L230  223 Berne    Schwarznburg   
       385       796        49       450     99720       190     77200     21100       806       894       922       881     99730       240        30         0       264       219       299       308       667       264        70        61       627       234       139        30        60        87       538       167       296        57        58       253   1879100   1919800   1920400   1911900   1922200     53000     48000      5000         0    100000         0       203       995      L240  224 Berne    Seftigen       
       383       784        45       457     99680       190     75000     18400       791       885       934       871     99800       160        30         0       234       290       370       316       619       293        88        82       553       282       166        53        89        99       409       258       333       102       104       280   1882000   1921300   1918300   1914800   1925300     69000     31000      2000         0    100000         0       186      1048      L250  225 Berne    Signau         
       369       786        37       442     99600       200     78400     17500       911       940       950       935     99610       290         0         0       279       269       486       319       627       268       106        51       591       249       159        43        68        77       516       210       273       102       103       210   1876800   1917600   1912700   1901700   1910100     48000     52000      3000         0    100000         0       182       976      L260  226 Berne    N. Simmental   
       385       767        52       465     99530       450     80500     19700       947       947       950       948     99670       290        40         0       243       328       587       292       695       202       102        31       650       213       137        35        53        60       541       239       220       104       107       170   1880300   1930000   1922700   1903300   1912400     53000     47000      3000         0     53000     47000       160       993      L270  227 Berne    O. Simmental   
       368       781        43       441     98600      1280     76700     16600       892       948       947       932     99060       510       310         0       277       204       194       311       514       348       137        74       490       301       209        22        63       108       436       197       367        38        39       279   1877700   1919700   1921400   1906300   1914200     60000     40000      9000         0     89000     11000       206       993      L280  228 Berne    Thun           
       407       824        49       462     99600       200     76200     15100       790       875       918       865     99870       120        10         0       227       277       250       312       515       399        86       186       458       379       163       127       171       102       333       336       331       134       136       273   1878400   1916800   1917900   1903100   1919800     68000     33000      4000         0    100000         0       206      1016      L290  229 Berne    Trachselwald   
       435       837        51       488     98920       870     74700     16800       800       871       907       863     99520       450        20         0       278       243       309       305       444       435       121       144       427       399       174        94       144        93       388       317       296       141       146       240   1884400   1918700   1917300   1895300   1914700     80000     20000      5000     89000     11000         0       192       985      L300  230 Berne    Wangen         
       308       853        41       330      3910     96070     84400     40700       953       965       973       963     99780       120       100         0       250       583       639       385       734       176        90        32       602       260       138        40        54        82       392       394       215        89        89       187   1880200   1923600   1923300   1935000   1946000     58000     42000      7000         0    100000         0       199       950      L010  301 Lucerne  Entelbuch      
       297       849        35       322      1370     98560     86400     33200       977       970       982       976     99810        60       120        10       212       431       460       359       656       251        93        59       534       283       184        46        70       114       315       340       345        89        90       280   1874100   1897300   1918600   1878500   1925900     80000     20000     22000     58000     42000         0       280      1055      L020  302 Lucerne  Hochdorf       
       274       736        33       343      8550     90910     84300     37800       957       966       959       962     97880       840      1030        30       205       314       442       343       410       376       214        66       339       360       301        47        77       152       203       330       468        99       100       375   1876600   1913800   1919600   1878200   1885100     80000     20000     22000     80000     20000         0       230       998      L030  303 Lucerne  Luzern         
       300       898        51       295      2190     97710     87700     42400       981       974       959       970     99900        30        40        10       256       399       508       362       654       258        88        74       561       274       165        74        96       100       396       302       302       133       135       255   1877200   1913400   1918400   1902000   1940000     66000     34000     10000         0    100000         0       219      1022      L040  304 Lucerne  Sursee         
       289       884        57       280      8410     91540     89000     45200       935       961       961       955     99810       130        40        20       255       408       523       374       668       249        83        81       562       264       174        83       106       117       384       288       328       146       148       289   1877200   1917300   1924200   1911000   1940000     62000     38000      7000     26000     74000         0       231       997      L050  305 Lucerne  Willisau       
       388      1034        14       366      2120     97830     82200     36900       979       989       977       983     98710       120      1070        90       291       421       705       370       660       190       149        28       587       207       206        47        59        80       463       236       301       112       113       186   1886000   1922500   1925400   1907900   1933000     38000     62000     12000     43000     46000     11000       214       941      L000  401 Uri      Uri            
       440       967        24       442       750     99250     77400     29400       958       979       963       969     98990       460       390       160       195       472       788       366       472       336       193        53       371       404       225       145       160        80       198       521       281       341       344       170   1874000   1910600   1926900   1876300   1916900     61000     39000     16000         0    100000         0       325       952      L010  501 Schwyz   Einsiedeln     
       310       898         6       341      2110     97830     79300     34600       987       989       965       980     98650       760       430       110       165       496       692       407       409       468       124       184       290       550       160       337       354        84       117       671       212       602       602       172   1874900   1917700   1929500   1884400   1940000     39000     61000         0    100000         0         0       288       859      L020  502 Schwyz   Gersau         
       289       658        18       424      5200     94780     81500     13500       976       978       981       979     99130        20       660       190       127       614       744       362       663       240        97       110       484       397       119       239       273        48       169       672       159       537       560       114   1877700   1905300   1919400   1918700   1917500     50000     50000      9000     42000     58000         0       302       990      L030  503 Schwyz   Hoefe          
       377       838        31       429      1740     98190     78500     26200       964       950       929       948     99860       100        30         0       136       344       626       284       598       301       101        49       496       328       176        64        93       101       239       397       364       203       206       322   1874900   1914900   1917700   1877300   1917200     57000     43000     27000    100000         0         0       223      1116      L040  504 Schwyz   Kuessnacht     
       364       791        29       440      3080     96910     81300     22100       975       969       954       964     99350        50       510        70       217       498       717       347       651       233       115        69       543       303       153       147       160        59       340       435       225       330       330       148   1888800   1916200   1919600   1885500   1913300     41000     59000      9000     90000     10000         0       226       951      L050  505 Schwyz   March          
       359       856        16       409      1290     98700     80100     29800       984       969       965       971     98350       440      1050       110       218       509       790       366       618       242       140        47       500       313       187       119       140        79       298       434       268       300       303       182   1879100   1918400   1919000   1883800   1919200     44000     56000     24000     32000     58000     10000       203       978      L060  506 Schwyz   Schwyz         
       305       908        17       324      2230     97760     89900     32000       993       987       986       988     97730       200      1990        50       258       510       797       388       665       211       124        29       548       264       189        75        88        96       364       346       290       180       180       220   1874800   1906500   1907200   1881100   1929500     61000     39000     15000     49000     38000     13000       202       952      L000  601 Schwyz   Obwalden       
       323       863        17       361       890     99090     83500     38900       963       962       946       957     96630       110      3210        20       214       446       729       368       606       267       126        53       488       305       207       102       124        86       285       371       345       244       245       220   1875900   1906100   1910000   1885500   1946000     49000     51000      8000     69000     31000         0       218       923      L000  701 Schwyz   Nidwalden      
       332       594        10       552     76720     23070     61000     11400       978       969       969       972     98920       150       610       280       101       486       583       397       260       555       186       323       174       650       176       282       468        63        44       796       160       459       687        88   1876000   1908500   1919700   1879900   1860000     56000     44000     16000     55000     45000         0       268       911      L000  801 Schwyz   Glarus         
       275       735        15       361      5960     93910     83800     27800       972       976       965       971     98780       540       520        70       171       492       672       388       509       371       120       139       376       446       178       235       259        85       165       565       269       447       448       189   1874200   1896400   1917100   1882000   1909700     71000     29000     15000     69000     31000         0       301       979      L000  901 Schwyz   Zug            
       366       860        52       388      7130     92850     78600     29600       870       925       949       921      6590     93250       150         0       296       319       406       338       733       180        87        38       690       175       135        23        43        62       605       165       230        43        51       161   1898800   1928400   1935000   1914100   1940000     59000     39000     10000     53000     47000         0       210       997      L011 1001 Fribourg Broye          
       327       836        35       364      2740     97160     85900     30800       927       949       966       950      2950     96800       240         0       267       333       292       330       740       159       101        27       677       160       163         8        26        90       549       161       290        17        23       245   1884600   1925400   1935000   1921000   1940000     48000     52000      8000         0    100000         0       284      1019      L021 1002 Fribourg Glane          
       337       847        31       375      2190     97670     82800     32500       923       954       936       940      6920     92450       610         0       265       489       351       370       665       223       112        43       570       275       155        17        42        65       408       363       228        34        39       157   1876600   1916100   1929400   1910200   1927600     43000     57000      7000         0     96000      4000       289       976      L031 1003 Fribourg Gruyere        
       287       807        33       328      8350     91380     86900     33500       851       889       917       891     22680     76890       360        20       252       364       272       356       555       272       173        51       478       275       247        17        45       111       338       281       381        32        34       266   1884300   1920400   1928100   1910200   1926100     56000     44000     18000         0    100000         0       279       962      L041 1004 Fribourg Sarine         
       348       749        36       438     74020     25770     76800     25700       833       924       935       905     70740     29100        70         0       275       248       225       312       664       247        89        99       631       226       144        16        88        69       557       179       264        17        64       197   1879600   1914500   1925100   1914500   1922400     54000     46000      8000     54000     46000         0       273      1035      L051 1005 Fribourg See            
       316       862        23       349     18470     81510     86600     31300       876       902       919       902     95540      4410        30        20       297       392       488       377       783       168        49        28       694       173       134        19        34       103       547       180       274        43        44       253   1878200   1921400   1928100   1918000   1940000     42000     54000      5000         0    100000         0       242       986      L061 1006 Fribourg Sense          
       351       882        26       379      1350     98610     87600     23900       890       969       922       934      1300     98230       460         0       259       316       250       304       722       185        93        26       678       189       134         8        24        74       577       196       227        19        20       194   1888600   1922500   1935000   1923500   1940000     42000     58000      5000         0    100000         0       270      1006      L071 1007 Fribourg Veveyse        
       412       900        49       426      9510     90470     84300     16700       963       955       961       959     99290       680        20         0       245       321       402       326       541       370        89       114       483       368       150        87       129        83       363       362       275       154       158       225   1879100   1912700   1920400   1904300   1921200     65000     36000     11000     56000     44000         0       252       971      L011 1101 Solothrn Balsthal-Gau   
       354       721        53       450     55860     44030     76300     18900       860       905       939       905     99180       710       100        10       284       284       370       335       536       364       100       122       498       338       164        75       129       100       422       286       292       121       142       235   1880300   1916300   1924200   1912300   1915900     70000     30000     14000     74000     26000         0       241      1012      L021 1103 Solothrn Bucheggberg    
